        1000
  0.000000000000000E+000  0.000000000000000E+000  0.000000000000000E+000
  1.528581159262892E-010  8.597897200397110E-007  0.000000000000000E+000
  1.222864927410314E-009  2.431791806608408E-006  0.000000000000000E+000
  4.127169130009809E-009  4.467342270464832E-006  0.000000000000000E+000
  9.782919419282510E-009  6.877659834397220E-006  0.000000000000000E+000
  1.910726449078615E-008  9.611404071145143E-006  0.000000000000000E+000
  3.301735304007847E-008  1.263391155541327E-005  0.000000000000000E+000
  5.243033376271719E-008  1.591971624248893E-005  0.000000000000000E+000
  7.826335535426008E-008  1.944907103809911E-005  0.000000000000000E+000
  1.114335665102648E-007  2.320607485418157E-005  0.000000000000000E+000
  1.528581159262892E-007  2.717756105982535E-005  0.000000000000000E+000
  2.034541522978909E-007  3.135238998170393E-005  0.000000000000000E+000
  2.641388243206278E-007  3.572097407104648E-005  0.000000000000000E+000
  3.358292806900574E-007  4.027494567357216E-005  0.000000000000000E+000
  4.194426701017376E-007  4.500691662488955E-005  0.000000000000000E+000
  5.158961412512261E-007  4.991029939480839E-005  0.000000000000000E+000
  6.261068428340806E-007  5.497917088315140E-005  0.000000000000000E+000
  7.509919235458592E-007  6.020816661376742E-005  0.000000000000000E+000
  8.914685320821187E-007  6.559239712077956E-005  0.000000000000000E+000
  1.048453817138418E-006  7.112738087703224E-005  0.000000000000000E+000
  1.222864927410314E-006  7.680898977967840E-005  0.000000000000000E+000
  1.415619011593365E-006  8.263340432217007E-005  0.000000000000000E+000
  1.627633218383127E-006  8.859707634563597E-005  0.000000000000000E+000
  1.859824696475161E-006  9.469669779721063E-005  0.000000000000000E+000
  2.113110594565022E-006  1.009291743041745E-004  0.000000000000000E+000
  2.388408061348269E-006  1.072916026493658E-004  0.000000000000000E+000
  2.686634245520459E-006  1.137812514370658E-004  0.000000000000000E+000
  3.008706295777151E-006  1.203955443907328E-004  0.000000000000000E+000
  3.355541360813900E-006  1.271320458390591E-004  0.000000000000000E+000
  3.728056589326268E-006  1.339884480349070E-004  0.000000000000000E+000
  4.127169130009809E-006  1.409625600197999E-004  0.000000000000000E+000
  4.553796131560083E-006  1.480522977998553E-004  0.000000000000000E+000
  5.008854742672645E-006  1.552556756409845E-004  0.000000000000000E+000
  5.493262112043055E-006  1.625707983245267E-004  0.000000000000000E+000
  6.007935388366873E-006  1.699958542311904E-004  0.000000000000000E+000
  6.553791720339650E-006  1.775291091427435E-004  0.000000000000000E+000
  7.131748256656950E-006  1.851689006684039E-004  0.000000000000000E+000
  7.742722146014328E-006  1.929136332172214E-004  0.000000000000000E+000
  8.387630537107344E-006  2.007617734495304E-004  0.000000000000000E+000
  9.067390578631550E-006  2.087118461503141E-004  0.000000000000000E+000
  9.782919419282509E-006  2.167624304754408E-004  0.000000000000000E+000
  1.053513420775578E-005  2.249121565285266E-004  0.000000000000000E+000
  1.132495209274692E-005  2.331597022318829E-004  0.000000000000000E+000
  1.215329022295148E-005  2.415037904598272E-004  0.000000000000000E+000
  1.302106574706502E-005  2.499431864067188E-004  0.000000000000000E+000
  1.392919581378310E-005  2.584766951655593E-004  0.000000000000000E+000
  1.487859757180129E-005  2.671031594959680E-004  0.000000000000000E+000
  1.587018816981513E-005  2.758214577628915E-004  0.000000000000000E+000
  1.690488475652018E-005  2.846305020296046E-004  0.000000000000000E+000
  1.798360448061200E-005  2.935292362904483E-004  0.000000000000000E+000
  1.910726449078615E-005  3.025166348304007E-004  0.000000000000000E+000
  2.027678193573819E-005  3.115917006999991E-004  0.000000000000000E+000
  2.149307396416367E-005  3.207534642953781E-004  0.000000000000000E+000
  2.275705772475816E-005  3.300009820342792E-004  0.000000000000000E+000
  2.406965036621721E-005  3.393333351198362E-004  0.000000000000000E+000
  2.543176903723637E-005  3.487496283847853E-004  0.000000000000000E+000
  2.684433088651120E-005  3.582489892094833E-004  0.000000000000000E+000
  2.830825306273728E-005  3.678305665077748E-004  0.000000000000000E+000
  2.982445271461014E-005  3.774935297753199E-004  0.000000000000000E+000
  3.139384699082535E-005  3.872370681955178E-004  0.000000000000000E+000
  3.301735304007847E-005  3.970603897986051E-004  0.000000000000000E+000
  3.469588801106505E-005  4.069627206699275E-004  0.000000000000000E+000
  3.643036905248066E-005  4.169433042037324E-004  0.000000000000000E+000
  3.822171331302082E-005  4.270014003991700E-004  0.000000000000000E+000
  4.007083794138116E-005  4.371362851954669E-004  0.000000000000000E+000
  4.197866008625718E-005  4.473472498435083E-004  0.000000000000000E+000
  4.394609689634444E-005  4.576336003112953E-004  0.000000000000000E+000
  4.597406552033853E-005  4.679946567209574E-004  0.000000000000000E+000
  4.806348310693499E-005  4.784297528151882E-004  0.000000000000000E+000
  5.021526680482933E-005  4.889382354511516E-004  0.000000000000000E+000
  5.243033376271720E-005  4.995194641200559E-004  0.000000000000000E+000
  5.470960112929409E-005  5.101728104907392E-004  0.000000000000000E+000
  5.705398605325560E-005  5.208976579757364E-004  0.000000000000000E+000
  5.946440568329726E-005  5.316934013184159E-004  0.000000000000000E+000
  6.194177716811462E-005  5.425594461998827E-004  0.000000000000000E+000
  6.448701765640326E-005  5.534952088644381E-004  0.000000000000000E+000
  6.710104429685875E-005  5.645001157624784E-004  0.000000000000000E+000
  6.978477423817659E-005  5.755736032097946E-004  0.000000000000000E+000
  7.253912462905240E-005  5.867151170623114E-004  0.000000000000000E+000
  7.536501261818169E-005  5.979241124053672E-004  0.000000000000000E+000
  7.826335535426008E-005  6.092000532567079E-004  0.000000000000000E+000
  8.123506998598308E-005  6.205424122824126E-004  0.000000000000000E+000
  8.428107366204622E-005  6.319506705250358E-004  0.000000000000000E+000
  8.740228353114512E-005  6.434243171432889E-004  0.000000000000000E+000
  9.059961674197534E-005  6.549628491626311E-004  0.000000000000000E+000
  9.387399044323235E-005  6.665657712361847E-004  0.000000000000000E+000
  9.722632178361182E-005  6.782325954154255E-004  0.000000000000000E+000
  1.006575279118092E-004  6.899628409301308E-004  0.000000000000000E+000
  1.041685259765201E-004  7.017560339771088E-004  0.000000000000000E+000
  1.077602331264402E-004  7.136117075172509E-004  0.000000000000000E+000
  1.114335665102648E-004  7.255294010804919E-004  0.000000000000000E+000
  1.151894432766897E-004  7.375086605782740E-004  0.000000000000000E+000
  1.190287805744103E-004  7.495490381231437E-004  0.000000000000000E+000
  1.229524955521222E-004  7.616500918551311E-004  0.000000000000000E+000
  1.269615053585210E-004  7.738113857745818E-004  0.000000000000000E+000
  1.310567271423022E-004  7.860324895811282E-004  0.000000000000000E+000
  1.352390780521614E-004  7.983129785185114E-004  0.000000000000000E+000
  1.395094752367942E-004  8.106524332249723E-004  0.000000000000000E+000
  1.438688358448960E-004  8.230504395889583E-004  0.000000000000000E+000
  1.483180770251625E-004  8.355065886098955E-004  0.000000000000000E+000
  1.528581159262892E-004  8.480204762637946E-004  0.000000000000000E+000
  1.574898696969717E-004  8.605917033734741E-004  0.000000000000000E+000
  1.622142554859055E-004  8.732198754831924E-004  0.000000000000000E+000
  1.670321904417862E-004  8.859046027374911E-004  0.000000000000000E+000
  1.719445917133094E-004  8.986454997640657E-004  0.000000000000000E+000
  1.769523764491706E-004  9.114421855604910E-004  0.000000000000000E+000
  1.820564617980652E-004  9.242942833846266E-004  0.000000000000000E+000
  1.872577649086891E-004  9.372014206485565E-004  0.000000000000000E+000
  1.925572029297377E-004  9.501632288159007E-004  0.000000000000000E+000
  1.979556930099064E-004  9.631793433023670E-004  0.000000000000000E+000
  2.034541522978910E-004  9.762494033794019E-004  0.000000000000000E+000
  2.090534979423868E-004  9.893730520808171E-004  0.000000000000000E+000
  2.147546470920896E-004  1.002549936112266E-003  0.000000000000000E+000
  2.205585168956949E-004  1.015779705763454E-003  0.000000000000000E+000
  2.264660245018982E-004  1.029062014822985E-003  0.000000000000000E+000
  2.324780870593951E-004  1.042396520495712E-003  0.000000000000000E+000
  2.385956217168811E-004  1.055782883322529E-003  0.000000000000000E+000
  2.448195456230519E-004  1.069220767102473E-003  0.000000000000000E+000
  2.511507759266028E-004  1.082709838817076E-003  0.000000000000000E+000
  2.575902297762295E-004  1.096249768556854E-003  0.000000000000000E+000
  2.641388243206278E-004  1.109840229449877E-003  0.000000000000000E+000
  2.707974767084929E-004  1.123480897592321E-003  0.000000000000000E+000
  2.775671040885204E-004  1.137171451980932E-003  0.000000000000000E+000
  2.844486236094061E-004  1.150911574447345E-003  0.000000000000000E+000
  2.914429524198453E-004  1.164700949594161E-003  0.000000000000000E+000
  2.985510076685336E-004  1.178539264732753E-003  0.000000000000000E+000
  3.057737065041666E-004  1.192426209822702E-003  0.000000000000000E+000
  3.131119660754400E-004  1.206361477412833E-003  0.000000000000000E+000
  3.205667035310493E-004  1.220344762583773E-003  0.000000000000000E+000
  3.281388360196898E-004  1.234375762891994E-003  0.000000000000000E+000
  3.358292806900575E-004  1.248454178315272E-003  0.000000000000000E+000
  3.436389546908473E-004  1.262579711199523E-003  0.000000000000000E+000
  3.515687751707555E-004  1.276752066206968E-003  0.000000000000000E+000
  3.596196592784772E-004  1.290970950265572E-003  0.000000000000000E+000
  3.677925241627082E-004  1.305236072519728E-003  0.000000000000000E+000
  3.760882869721439E-004  1.319547144282122E-003  0.000000000000000E+000
  3.845078648554799E-004  1.333903878986766E-003  0.000000000000000E+000
  3.930521749614115E-004  1.348305992143136E-003  0.000000000000000E+000
  4.017221344386347E-004  1.362753201291391E-003  0.000000000000000E+000
  4.105186604358449E-004  1.377245225958632E-003  0.000000000000000E+000
  4.194426701017376E-004  1.391781787616170E-003  0.000000000000000E+000
  4.284950805850085E-004  1.406362609637771E-003  0.000000000000000E+000
  4.376768090343527E-004  1.420987417258836E-003  0.000000000000000E+000
  4.469887725984664E-004  1.435655937536502E-003  0.000000000000000E+000
  4.564318884260448E-004  1.450367899310620E-003  0.000000000000000E+000
  4.660070736657835E-004  1.465123033165591E-003  0.000000000000000E+000
  4.757152454663781E-004  1.479921071393029E-003  0.000000000000000E+000
  4.855573209765239E-004  1.494761747955223E-003  0.000000000000000E+000
  4.955342173449170E-004  1.509644798449386E-003  0.000000000000000E+000
  5.056468517202525E-004  1.524569960072638E-003  0.000000000000000E+000
  5.158961412512261E-004  1.539536971587740E-003  0.000000000000000E+000
  5.262830030865334E-004  1.554545573289517E-003  0.000000000000000E+000
  5.368083543748700E-004  1.569595506971978E-003  0.000000000000000E+000
  5.474731122649310E-004  1.584686515896096E-003  0.000000000000000E+000
  5.582781939054127E-004  1.599818344758231E-003  0.000000000000000E+000
  5.692245164450102E-004  1.614990739659184E-003  0.000000000000000E+000
  5.803129970324192E-004  1.630203448073852E-003  0.000000000000000E+000
  5.915445528163353E-004  1.645456218821478E-003  0.000000000000000E+000
  6.029201009454536E-004  1.660748802036463E-003  0.000000000000000E+000
  6.144405585684702E-004  1.676080949139744E-003  0.000000000000000E+000
  6.261068428340806E-004  1.691452412810707E-003  0.000000000000000E+000
  6.379198708909802E-004  1.706862946959616E-003  0.000000000000000E+000
  6.498805598878646E-004  1.722312306700558E-003  0.000000000000000E+000
  6.619898269734291E-004  1.737800248324884E-003  0.000000000000000E+000
  6.742485892963697E-004  1.753326529275122E-003  0.000000000000000E+000
  6.866577640053818E-004  1.768890908119360E-003  0.000000000000000E+000
  6.992182682491610E-004  1.784493144526083E-003  0.000000000000000E+000
  7.119310191764028E-004  1.800132999239447E-003  0.000000000000000E+000
  7.247969339358027E-004  1.815810234054988E-003  0.000000000000000E+000
  7.378169296760559E-004  1.831524611795739E-003  0.000000000000000E+000
  7.509919235458588E-004  1.847275896288759E-003  0.000000000000000E+000
  7.643228326939066E-004  1.863063852342051E-003  0.000000000000000E+000
  7.778105742688946E-004  1.878888245721868E-003  0.000000000000000E+000
  7.914560654195185E-004  1.894748843130388E-003  0.000000000000000E+000
